algorithm,dataset,model,sensitive_feature,run_id,budget,n_idis,idi_ratio,idi_diversity,runtime_seconds
GA-FT,adult,gbm,age,3,1000,642,0.642,1.4277557134628296,0.1253519058227539
RS,adult,gbm,age,4,1000,236,0.236,0.8928937315940857,0.09807991981506348
GA-FT,adult,gbm,age,4,1000,637,0.637,1.4641720056533813,0.12705707550048828
RS,adult,gbm,age,5,1000,233,0.233,0.90517657995224,0.09908461570739746
GA-FT,adult,gbm,age,5,1000,640,0.64,1.4212219715118408,0.1260206699371338
RS,adult,gbm,age,6,1000,245,0.245,0.9367871284484863,0.09708213806152344
GA-FT,adult,gbm,age,6,1000,686,0.686,1.3746609687805176,0.12857913970947266
RS,adult,gbm,age,7,1000,240,0.24,0.9460784792900085,0.09817218780517578
GA-FT,adult,gbm,age,7,1000,667,0.667,1.3119605779647827,0.12887215614318848
RS,adult,gbm,age,8,1000,238,0.238,0.9854092001914978,0.10200285911560059
GA-FT,adult,gbm,age,8,1000,630,0.63,1.2916733026504517,0.1279439926147461
RS,adult,gbm,age,9,1000,249,0.249,0.9592416286468506,0.09623885154724121
GA-FT,adult,gbm,age,9,1000,688,0.688,1.4378787279129028,0.12729716300964355
RS,adult,gbm,age,10,1000,268,0.268,0.9710713028907776,0.09720802307128906
GA-FT,adult,gbm,age,10,1000,681,0.681,1.3824738264083862,0.12665009498596191
RS,adult,gbm,age,11,1000,245,0.245,0.9891132712364197,0.09866714477539062
GA-FT,adult,gbm,age,11,1000,664,0.664,1.3657076358795166,0.12691688537597656
RS,adult,gbm,age,12,1000,250,0.25,0.9099541902542114,0.0994729995727539
GA-FT,adult,gbm,age,12,1000,671,0.671,1.3876750469207764,0.1284489631652832
RS,adult,gbm,age,13,1000,262,0.262,0.941202700138092,0.09800386428833008
GA-FT,adult,gbm,age,13,1000,693,0.693,1.3788813352584839,0.15135526657104492
RS,adult,gbm,age,14,1000,242,0.242,0.915736198425293,0.09936189651489258
GA-FT,adult,gbm,age,14,1000,691,0.691,1.3793748617172241,0.12855291366577148
RS,adult,gbm,age,15,1000,230,0.23,0.9302829504013062,0.09678792953491211
GA-FT,adult,gbm,age,15,1000,660,0.66,1.3620697259902954,0.12708091735839844
RS,adult,gbm,age,16,1000,255,0.255,0.9311027526855469,0.0988459587097168
GA-FT,adult,gbm,age,16,1000,673,0.673,1.2070119380950928,0.13037514686584473
RS,adult,gbm,age,17,1000,275,0.275,0.920044481754303,0.09900712966918945
GA-FT,adult,gbm,age,17,1000,673,0.673,1.106730580329895,0.1288890838623047
RS,adult,gbm,age,18,1000,248,0.248,0.9850515127182007,0.10022687911987305
GA-FT,adult,gbm,age,18,1000,715,0.715,1.3716202974319458,0.13053607940673828
RS,adult,gbm,age,19,1000,259,0.259,0.9288277626037598,0.09995269775390625
GA-FT,adult,gbm,age,19,1000,606,0.606,1.3027948141098022,0.12660002708435059
RS,adult,gbm,age,20,1000,244,0.244,0.993270218372345,0.09701800346374512
GA-FT,adult,gbm,age,20,1000,635,0.635,1.385241150856018,0.12822699546813965
RS,adult,gbm,age,21,1000,232,0.232,0.9465869069099426,0.0976717472076416
GA-FT,adult,gbm,age,21,1000,697,0.697,1.37191641330719,0.12999796867370605
RS,adult,gbm,age,22,1000,225,0.225,0.9491257667541504,0.09752988815307617
GA-FT,adult,gbm,age,22,1000,653,0.653,1.2401190996170044,0.12845110893249512
RS,adult,gbm,age,23,1000,240,0.24,0.9089909791946411,0.09609389305114746
GA-FT,adult,gbm,age,23,1000,660,0.66,1.4277130365371704,0.12582993507385254
RS,adult,gbm,age,24,1000,237,0.237,0.8750316500663757,0.09713625907897949
GA-FT,adult,gbm,age,24,1000,644,0.644,1.3535666465759277,0.12919211387634277
RS,adult,gbm,age,25,1000,234,0.234,0.9610887169837952,0.09886789321899414
GA-FT,adult,gbm,age,25,1000,669,0.669,1.336557149887085,0.1295616626739502
RS,adult,gbm,age,26,1000,238,0.238,0.9288793206214905,0.09939193725585938
GA-FT,adult,gbm,age,26,1000,671,0.671,1.4751691818237305,0.12811613082885742
RS,adult,gbm,age,27,1000,259,0.259,0.9535872936248779,0.0972449779510498
GA-FT,adult,gbm,age,27,1000,706,0.706,1.357224464416504,0.12967872619628906
RS,adult,gbm,age,28,1000,257,0.257,0.9190922975540161,0.09911894798278809
GA-FT,adult,gbm,age,28,1000,650,0.65,1.3442192077636719,0.12749099731445312
RS,adult,gbm,age,29,1000,249,0.249,0.9658169746398926,0.09652090072631836
GA-FT,adult,gbm,age,29,1000,721,0.721,1.3687652349472046,0.12709498405456543
RS,compas,dnn,sex,0,1000,11,0.011,0.9514487981796265,14.346495151519775
GA-FT,compas,dnn,sex,0,1000,22,0.022,1.1331379413604736,14.597018003463745
RS,compas,dnn,sex,1,1000,14,0.014,0.7815052270889282,14.473526954650879
GA-FT,compas,dnn,sex,1,1000,29,0.029,1.2362958192825317,14.931287050247192
RS,compas,dnn,sex,2,1000,10,0.01,0.5999712347984314,14.726647138595581
GA-FT,compas,dnn,sex,2,1000,31,0.031,1.295164942741394,15.561119794845581
RS,compas,dnn,sex,3,1000,18,0.018,0.9207606911659241,15.54752516746521
GA-FT,compas,dnn,sex,3,1000,27,0.027,1.406872034072876,15.704903841018677
RS,compas,dnn,sex,4,1000,10,0.01,0.7888650894165039,15.567863702774048
GA-FT,compas,dnn,sex,4,1000,11,0.011,1.513342022895813,15.73351502418518
RS,compas,dnn,sex,5,1000,18,0.018,0.911706268787384,15.60683798789978
GA-FT,compas,dnn,sex,5,1000,16,0.016,1.1276061534881592,15.773543357849121
RS,compas,dnn,sex,6,1000,24,0.024,0.8388058543205261,15.549959897994995
GA-FT,compas,dnn,sex,6,1000,20,0.02,1.2976033687591553,15.74757194519043
RS,compas,dnn,sex,7,1000,14,0.014,0.8663952350616455,15.645569086074829
GA-FT,compas,dnn,sex,7,1000,13,0.013,1.3196659088134766,15.748669862747192
RS,compas,dnn,sex,8,1000,15,0.015,0.7204328775405884,15.674875020980835
GA-FT,compas,dnn,sex,8,1000,12,0.012,1.6132795810699463,15.814582109451294
RS,compas,dnn,sex,9,1000,17,0.017,0.8290384411811829,15.729888916015625
GA-FT,compas,dnn,sex,9,1000,40,0.04,1.3390109539031982,15.775601148605347
RS,compas,dnn,sex,10,1000,18,0.018,0.8303463459014893,15.616636991500854
GA-FT,compas,dnn,sex,10,1000,37,0.037,1.1608915328979492,15.836664199829102
RS,compas,dnn,sex,11,1000,18,0.018,0.6383762359619141,15.745057106018066
GA-FT,compas,dnn,sex,11,1000,16,0.016,1.393219232559204,15.852730989456177
RS,compas,dnn,sex,12,1000,15,0.015,0.6754677891731262,15.862491130828857
GA-FT,compas,dnn,sex,12,1000,10,0.01,1.2159457206726074,15.2289719581604
RS,compas,dnn,sex,13,1000,18,0.018,0.7748681902885437,14.808717966079712
GA-FT,compas,dnn,sex,13,1000,25,0.025,1.3238873481750488,14.734666109085083
RS,compas,dnn,sex,14,1000,15,0.015,0.870550274848938,14.735277652740479
GA-FT,compas,dnn,sex,14,1000,42,0.042,1.2542515993118286,14.811895847320557
RS,compas,dnn,sex,15,1000,11,0.011,0.8987055420875549,14.757075071334839
GA-FT,compas,dnn,sex,15,1000,20,0.02,1.2981854677200317,16.15464210510254
RS,compas,dnn,sex,16,1000,7,0.007,0.6638208627700806,16.076184034347534
GA-FT,compas,dnn,sex,16,1000,9,0.009,1.4931612014770508,16.000219106674194
RS,compas,dnn,sex,17,1000,16,0.016,0.8506327271461487,15.960458040237427
GA-FT,compas,dnn,sex,17,1000,27,0.027,1.1211190223693848,15.820801973342896
RS,compas,dnn,sex,18,1000,14,0.014,0.49346327781677246,15.831290245056152
GA-FT,compas,dnn,sex,18,1000,12,0.012,1.3408464193344116,15.9047269821167
RS,compas,dnn,sex,19,1000,13,0.013,0.8466735482215881,15.901833057403564
GA-FT,compas,dnn,sex,19,1000,29,0.029,1.4174631834030151,15.896358728408813
RS,compas,dnn,sex,20,1000,14,0.014,0.965203583240509,15.919872999191284
GA-FT,compas,dnn,sex,20,1000,22,0.022,1.2349438667297363,15.909813165664673
RS,compas,dnn,sex,21,1000,13,0.013,0.8150069713592529,15.92755675315857
GA-FT,compas,dnn,sex,21,1000,21,0.021,1.316251277923584,15.849474906921387
RS,compas,dnn,sex,22,1000,14,0.014,0.8748220205307007,15.933445930480957
GA-FT,compas,dnn,sex,22,1000,19,0.019,1.5420417785644531,15.907348155975342
RS,compas,dnn,sex,23,1000,14,0.014,0.981997549533844,16.205355167388916
GA-FT,compas,dnn,sex,23,1000,11,0.011,1.5810554027557373,16.360697984695435
RS,compas,dnn,sex,24,1000,18,0.018,0.9360139966011047,15.62201189994812
GA-FT,compas,dnn,sex,24,1000,30,0.03,1.0071954727172852,14.805323600769043
RS,compas,dnn,sex,25,1000,17,0.017,0.8256700038909912,16.293166875839233
GA-FT,compas,dnn,sex,25,1000,29,0.029,1.3067359924316406,16.79696297645569
RS,compas,dnn,sex,26,1000,21,0.021,0.8159040212631226,16.300827741622925
GA-FT,compas,dnn,sex,26,1000,12,0.012,1.2855602502822876,16.397050857543945
RS,compas,dnn,sex,27,1000,11,0.011,0.9539174437522888,15.873469829559326
GA-FT,compas,dnn,sex,27,1000,21,0.021,0.9891621470451355,15.915144920349121
RS,compas,dnn,sex,28,1000,17,0.017,0.7582838535308838,15.823821783065796
GA-FT,compas,dnn,sex,28,1000,6,0.006,1.0339438915252686,15.925238847732544
RS,compas,dnn,sex,29,1000,18,0.018,0.9461053609848022,15.743832111358643
GA-FT,compas,dnn,sex,29,1000,23,0.023,1.210121750831604,15.793657779693604
RS,compas,dnn,race,0,1000,12,0.012,0.6819667220115662,15.755460977554321
GA-FT,compas,dnn,race,0,1000,65,0.065,1.0102055072784424,15.889642000198364
RS,compas,dnn,race,1,1000,13,0.013,0.9110898971557617,15.895042181015015
GA-FT,compas,dnn,race,1,1000,127,0.127,1.2956688404083252,15.8350830078125
RS,compas,dnn,race,2,1000,13,0.013,0.7809118032455444,15.798343896865845
GA-FT,compas,dnn,race,2,1000,66,0.066,0.778394341468811,16.005831956863403
RS,compas,dnn,race,3,1000,14,0.014,0.6026210784912109,15.698432922363281
GA-FT,compas,dnn,race,3,1000,64,0.064,1.0351207256317139,15.814160108566284
RS,compas,dnn,race,4,1000,13,0.013,0.6712514162063599,15.790839672088623
GA-FT,compas,dnn,race,4,1000,118,0.118,1.1405837535858154,15.88090205192566
RS,compas,dnn,race,5,1000,12,0.012,0.9384166598320007,15.816193103790283
GA-FT,compas,dnn,race,5,1000,117,0.117,0.9941982626914978,15.864619016647339
RS,compas,dnn,race,6,1000,12,0.012,0.7883569598197937,15.90741515159607
GA-FT,compas,dnn,race,6,1000,111,0.111,1.0635567903518677,15.862154006958008
RS,compas,dnn,race,7,1000,10,0.01,0.9406067132949829,15.750419855117798
GA-FT,compas,dnn,race,7,1000,97,0.097,0.9473397731781006,15.838871955871582
RS,compas,dnn,race,8,1000,17,0.017,0.7906663417816162,15.858644962310791
GA-FT,compas,dnn,race,8,1000,72,0.072,1.0741771459579468,15.85357117652893
RS,compas,dnn,race,9,1000,14,0.014,0.8246713876724243,15.836196899414062
GA-FT,compas,dnn,race,9,1000,88,0.088,1.2171247005462646,15.880156755447388
RS,compas,dnn,race,10,1000,16,0.016,0.8135913610458374,15.847501993179321
GA-FT,compas,dnn,race,10,1000,77,0.077,1.1298348903656006,15.96150803565979
RS,compas,dnn,race,11,1000,12,0.012,0.8710818886756897,15.699028968811035
GA-FT,compas,dnn,race,11,1000,69,0.069,1.100045919418335,15.900278091430664
RS,compas,dnn,race,12,1000,12,0.012,0.8137973546981812,15.821978092193604
GA-FT,compas,dnn,race,12,1000,114,0.114,1.1857013702392578,16.11404800415039
RS,compas,dnn,race,13,1000,10,0.01,0.9486863613128662,15.845201015472412
GA-FT,compas,dnn,race,13,1000,122,0.122,1.0358238220214844,15.909290790557861
RS,compas,dnn,race,14,1000,10,0.01,0.780403733253479,15.848203182220459
GA-FT,compas,dnn,race,14,1000,115,0.115,0.983672022819519,15.914961099624634
RS,compas,dnn,race,15,1000,9,0.009,0.8420425653457642,15.717911005020142
GA-FT,compas,dnn,race,15,1000,78,0.078,0.95624840259552,15.91427206993103
RS,compas,dnn,race,16,1000,13,0.013,0.9210009574890137,15.7984619140625
GA-FT,compas,dnn,race,16,1000,62,0.062,0.9882362484931946,15.931411027908325
RS,compas,dnn,race,17,1000,12,0.012,0.9247756004333496,15.810987949371338
GA-FT,compas,dnn,race,17,1000,143,0.143,0.9768736362457275,15.975999116897583
RS,compas,dnn,race,18,1000,17,0.017,0.8388943076133728,15.738262176513672
GA-FT,compas,dnn,race,18,1000,96,0.096,1.155038833618164,14.564580202102661
RS,compas,dnn,race,19,1000,9,0.009,0.9631235599517822,14.612583875656128
GA-FT,compas,dnn,race,19,1000,113,0.113,1.0921591520309448,14.690930843353271
RS,compas,dnn,race,20,1000,15,0.015,0.8718851208686829,14.680216789245605
GA-FT,compas,dnn,race,20,1000,158,0.158,1.03931725025177,14.7432279586792
RS,compas,dnn,race,21,1000,11,0.011,0.5917613506317139,14.635547876358032
GA-FT,compas,dnn,race,21,1000,91,0.091,1.0980784893035889,14.7273850440979
RS,compas,dnn,race,22,1000,12,0.012,0.8513689637184143,14.65570592880249
GA-FT,compas,dnn,race,22,1000,116,0.116,1.1083587408065796,14.602177858352661
RS,compas,dnn,race,23,1000,12,0.012,0.6877014636993408,14.60013723373413
GA-FT,compas,dnn,race,23,1000,48,0.048,1.1015747785568237,14.687555074691772
RS,compas,dnn,race,24,1000,19,0.019,0.8377259969711304,14.598057985305786
GA-FT,compas,dnn,race,24,1000,59,0.059,0.9855307936668396,14.706119060516357
RS,compas,dnn,race,25,1000,7,0.007,0.8103930950164795,14.66993522644043
GA-FT,compas,dnn,race,25,1000,92,0.092,1.1258385181427002,14.693649768829346
RS,compas,dnn,race,26,1000,14,0.014,0.9802980422973633,14.612181186676025
GA-FT,compas,dnn,race,26,1000,82,0.082,1.0717405080795288,14.639278888702393
RS,compas,dnn,race,27,1000,11,0.011,0.7883515357971191,14.59634780883789
GA-FT,compas,dnn,race,27,1000,120,0.12,1.2428797483444214,14.684889078140259
RS,compas,dnn,race,28,1000,14,0.014,0.7508365511894226,14.591686964035034
GA-FT,compas,dnn,race,28,1000,28,0.028,1.1534552574157715,14.726468086242676
RS,compas,dnn,race,29,1000,14,0.014,0.9559371471405029,14.645340919494629
GA-FT,compas,dnn,race,29,1000,48,0.048,0.9991559982299805,14.720839977264404
RS,compas,lr,sex,0,1000,86,0.086,0.7661446928977966,0.06350207328796387
GA-FT,compas,lr,sex,0,1000,106,0.106,1.4778605699539185,0.08708906173706055
RS,compas,lr,sex,1,1000,73,0.073,0.7670766115188599,0.0636599063873291
GA-FT,compas,lr,sex,1,1000,72,0.072,1.6313279867172241,0.08584904670715332
RS,compas,lr,sex,2,1000,94,0.094,0.7394389510154724,0.06384897232055664
GA-FT,compas,lr,sex,2,1000,108,0.108,1.3576046228408813,0.08829808235168457
RS,compas,lr,sex,3,1000,111,0.111,0.8190171122550964,0.06592893600463867
GA-FT,compas,lr,sex,3,1000,92,0.092,1.5364807844161987,0.08873200416564941
RS,compas,lr,sex,4,1000,89,0.089,0.774836003780365,0.06563115119934082
GA-FT,compas,lr,sex,4,1000,97,0.097,1.31340754032135,0.08846521377563477
RS,compas,lr,sex,5,1000,74,0.074,0.8257676362991333,0.0658879280090332
GA-FT,compas,lr,sex,5,1000,75,0.075,1.5433120727539062,0.08823299407958984
RS,compas,lr,sex,6,1000,82,0.082,0.8130719661712646,0.06514596939086914
GA-FT,compas,lr,sex,6,1000,111,0.111,1.3124233484268188,0.0885629653930664
RS,compas,lr,sex,7,1000,84,0.084,0.779762327671051,0.06555509567260742
GA-FT,compas,lr,sex,7,1000,119,0.119,1.4023882150650024,0.08658123016357422
RS,compas,lr,sex,8,1000,85,0.085,0.7921876907348633,0.06297111511230469
GA-FT,compas,lr,sex,8,1000,103,0.103,1.5403203964233398,0.08623003959655762
RS,compas,lr,sex,9,1000,107,0.107,0.7652549147605896,0.06395816802978516
GA-FT,compas,lr,sex,9,1000,62,0.062,1.5515116453170776,0.0859689712524414
RS,compas,lr,sex,10,1000,81,0.081,0.7941663265228271,0.06360697746276855
GA-FT,compas,lr,sex,10,1000,120,0.12,1.4123142957687378,0.08636808395385742
RS,compas,lr,sex,11,1000,102,0.102,0.8074226975440979,0.06355500221252441
GA-FT,compas,lr,sex,11,1000,72,0.072,1.6636449098587036,0.08638215065002441
RS,compas,lr,sex,12,1000,80,0.08,0.7374906539916992,0.0656440258026123
GA-FT,compas,lr,sex,12,1000,66,0.066,1.5680938959121704,0.08832192420959473
RS,compas,lr,sex,13,1000,88,0.088,0.7658496499061584,0.06570219993591309
GA-FT,compas,lr,sex,13,1000,95,0.095,1.3945273160934448,0.08850598335266113
RS,compas,lr,sex,14,1000,87,0.087,0.7243479490280151,0.06439089775085449
GA-FT,compas,lr,sex,14,1000,82,0.082,1.527162790298462,0.0859670639038086
RS,compas,lr,sex,15,1000,84,0.084,0.7840567827224731,0.06312823295593262
GA-FT,compas,lr,sex,15,1000,85,0.085,1.600915789604187,0.08634614944458008
RS,compas,lr,sex,16,1000,86,0.086,0.8503598570823669,0.06466078758239746
GA-FT,compas,lr,sex,16,1000,79,0.079,1.5019208192825317,0.08828616142272949
RS,compas,lr,sex,17,1000,88,0.088,0.7710232138633728,0.06543493270874023
GA-FT,compas,lr,sex,17,1000,69,0.069,1.5991628170013428,0.08822131156921387
RS,compas,lr,sex,18,1000,85,0.085,0.7953345775604248,0.06560206413269043
GA-FT,compas,lr,sex,18,1000,76,0.076,1.4750430583953857,0.08799171447753906
RS,compas,lr,sex,19,1000,73,0.073,0.6927703619003296,0.06366968154907227
GA-FT,compas,lr,sex,19,1000,81,0.081,1.6649430990219116,0.08684587478637695
RS,compas,lr,sex,20,1000,90,0.09,0.8074102997779846,0.06358575820922852
GA-FT,compas,lr,sex,20,1000,102,0.102,1.4124959707260132,0.08636593818664551
RS,compas,lr,sex,21,1000,100,0.1,0.7665949463844299,0.06493902206420898
GA-FT,compas,lr,sex,21,1000,79,0.079,1.4807525873184204,0.08867502212524414
RS,compas,lr,sex,22,1000,100,0.1,0.691935122013092,0.06563186645507812
GA-FT,compas,lr,sex,22,1000,83,0.083,1.5406382083892822,0.0885159969329834
RS,compas,lr,sex,23,1000,71,0.071,0.7865245938301086,0.06335806846618652
GA-FT,compas,lr,sex,23,1000,89,0.089,1.4851995706558228,0.08627104759216309
RS,compas,lr,sex,24,1000,100,0.1,0.8193027377128601,0.06301212310791016
GA-FT,compas,lr,sex,24,1000,69,0.069,1.567642092704773,0.08562612533569336
RS,compas,lr,sex,25,1000,87,0.087,0.8361726999282837,0.06330490112304688
GA-FT,compas,lr,sex,25,1000,79,0.079,1.536406397819519,0.08668088912963867
RS,compas,lr,sex,26,1000,93,0.093,0.8281548023223877,0.06508398056030273
GA-FT,compas,lr,sex,26,1000,72,0.072,1.6122428178787231,0.0889589786529541
RS,compas,lr,sex,27,1000,93,0.093,0.831468403339386,0.06671524047851562
GA-FT,compas,lr,sex,27,1000,67,0.067,1.6561120748519897,0.09022331237792969
RS,compas,lr,sex,28,1000,86,0.086,0.7706313729286194,0.06382918357849121
GA-FT,compas,lr,sex,28,1000,93,0.093,1.5160099267959595,0.0863637924194336
RS,compas,lr,sex,29,1000,88,0.088,0.8402351140975952,0.06435203552246094
GA-FT,compas,lr,sex,29,1000,84,0.084,1.451809048652649,0.08634328842163086
RS,compas,lr,race,0,1000,38,0.038,0.8116342425346375,0.06564593315124512
GA-FT,compas,lr,race,0,1000,23,0.023,1.5713845491409302,0.0885157585144043
RS,compas,lr,race,1,1000,36,0.036,0.8881850242614746,0.06573104858398438
GA-FT,compas,lr,race,1,1000,34,0.034,1.550188660621643,0.08818221092224121
RS,compas,lr,race,2,1000,38,0.038,0.66392982006073,0.06596517562866211
GA-FT,compas,lr,race,2,1000,38,0.038,1.3219950199127197,0.08681297302246094
RS,compas,lr,race,3,1000,44,0.044,0.811091959476471,0.06299924850463867
GA-FT,compas,lr,race,3,1000,32,0.032,1.4110487699508667,0.08554196357727051
RS,compas,lr,race,4,1000,42,0.042,0.7913469672203064,0.06349492073059082
GA-FT,compas,lr,race,4,1000,38,0.038,1.2556366920471191,0.08622527122497559
RS,compas,lr,race,5,1000,31,0.031,0.7543730735778809,0.0652151107788086
GA-FT,compas,lr,race,5,1000,32,0.032,1.3987830877304077,0.08798384666442871
RS,compas,lr,race,6,1000,26,0.026,0.8748510479927063,0.06469082832336426
GA-FT,compas,lr,race,6,1000,33,0.033,1.3514485359191895,0.08741569519042969
RS,compas,lr,race,7,1000,37,0.037,0.7356401085853577,0.06407284736633301
GA-FT,compas,lr,race,7,1000,43,0.043,1.4536375999450684,0.08559107780456543
RS,compas,lr,race,8,1000,47,0.047,0.6202830672264099,0.06302905082702637
GA-FT,compas,lr,race,8,1000,30,0.03,1.2850271463394165,0.08579301834106445
RS,compas,lr,race,9,1000,49,0.049,0.7018048763275146,0.06354475021362305
GA-FT,compas,lr,race,9,1000,29,0.029,1.45099675655365,0.08740615844726562
RS,compas,lr,race,10,1000,28,0.028,0.8485417366027832,0.06544113159179688
GA-FT,compas,lr,race,10,1000,44,0.044,1.2677589654922485,0.08755612373352051
RS,compas,lr,race,11,1000,38,0.038,0.7613169550895691,0.06548810005187988
GA-FT,compas,lr,race,11,1000,28,0.028,1.5837268829345703,0.0873720645904541
RS,compas,lr,race,12,1000,35,0.035,0.6189352869987488,0.06367015838623047
GA-FT,compas,lr,race,12,1000,42,0.042,1.3504353761672974,0.0855247974395752
RS,compas,lr,race,13,1000,41,0.041,0.7126113772392273,0.06355571746826172
GA-FT,compas,lr,race,13,1000,39,0.039,1.4269225597381592,0.0877981185913086
RS,compas,lr,race,14,1000,40,0.04,0.6021853089332581,0.06578731536865234
GA-FT,compas,lr,race,14,1000,39,0.039,1.5763276815414429,0.0883781909942627
RS,compas,lr,race,15,1000,36,0.036,0.7247677445411682,0.06470799446105957
GA-FT,compas,lr,race,15,1000,37,0.037,1.3644719123840332,0.08806490898132324
RS,compas,lr,race,16,1000,37,0.037,0.7398388981819153,0.06386399269104004
GA-FT,compas,lr,race,16,1000,30,0.03,1.517756700515747,0.08587217330932617
RS,compas,lr,race,17,1000,35,0.035,0.588679850101471,0.06399106979370117
GA-FT,compas,lr,race,17,1000,35,0.035,1.2885223627090454,0.0859520435333252
RS,compas,lr,race,18,1000,30,0.03,0.7846818566322327,0.0649418830871582
GA-FT,compas,lr,race,18,1000,28,0.028,1.3438223600387573,0.08818721771240234
RS,compas,lr,race,19,1000,40,0.04,0.6948935389518738,0.06585407257080078
GA-FT,compas,lr,race,19,1000,33,0.033,1.5734477043151855,0.08685517311096191
RS,compas,lr,race,20,1000,44,0.044,0.6878894567489624,0.06303191184997559
GA-FT,compas,lr,race,20,1000,26,0.026,1.6580414772033691,0.08521008491516113
RS,compas,lr,race,21,1000,45,0.045,0.6620534062385559,0.06346917152404785
GA-FT,compas,lr,race,21,1000,36,0.036,1.3804240226745605,0.0855400562286377
RS,compas,lr,race,22,1000,47,0.047,0.788086473941803,0.06363296508789062
GA-FT,compas,lr,race,22,1000,32,0.032,1.3787386417388916,0.08612489700317383
RS,compas,lr,race,23,1000,31,0.031,0.7339553833007812,0.06418108940124512
GA-FT,compas,lr,race,23,1000,16,0.016,1.5849168300628662,0.08561086654663086
RS,compas,lr,race,24,1000,48,0.048,0.7157454490661621,0.06322479248046875
GA-FT,compas,lr,race,24,1000,31,0.031,1.44153892993927,0.08736085891723633
RS,compas,lr,race,25,1000,38,0.038,0.7764384746551514,0.06535911560058594
GA-FT,compas,lr,race,25,1000,38,0.038,1.1167384386062622,0.08748507499694824
RS,compas,lr,race,26,1000,43,0.043,0.8085997104644775,0.06509709358215332
GA-FT,compas,lr,race,26,1000,37,0.037,1.6520875692367554,0.08826708793640137
RS,compas,lr,race,27,1000,38,0.038,0.658208429813385,0.06548404693603516
GA-FT,compas,lr,race,27,1000,38,0.038,1.4030344486236572,0.08811807632446289
RS,compas,lr,race,28,1000,37,0.037,0.6287086009979248,0.06571507453918457
GA-FT,compas,lr,race,28,1000,30,0.03,1.5194265842437744,0.08817315101623535
RS,compas,lr,race,29,1000,34,0.034,0.824501633644104,0.06546401977539062
GA-FT,compas,lr,race,29,1000,46,0.046,1.506280779838562,0.08637619018554688
RS,compas,rf,sex,0,1000,178,0.178,1.0100270509719849,14.56342101097107
GA-FT,compas,rf,sex,0,1000,171,0.171,1.2422475814819336,14.621743202209473
RS,compas,rf,sex,1,1000,194,0.194,1.0110081434249878,14.51476788520813
GA-FT,compas,rf,sex,1,1000,175,0.175,1.297550082206726,14.523552894592285
RS,compas,rf,sex,2,1000,184,0.184,0.9820147752761841,14.435419082641602
GA-FT,compas,rf,sex,2,1000,227,0.227,1.0367134809494019,14.588459014892578
RS,compas,rf,sex,3,1000,191,0.191,1.018272042274475,14.513861894607544
GA-FT,compas,rf,sex,3,1000,158,0.158,1.4017457962036133,14.50166392326355
RS,compas,rf,sex,4,1000,188,0.188,1.0033477544784546,14.578003168106079
GA-FT,compas,rf,sex,4,1000,163,0.163,1.2294503450393677,14.462143182754517
RS,compas,rf,sex,5,1000,187,0.187,1.0041682720184326,14.557923078536987
GA-FT,compas,rf,sex,5,1000,146,0.146,1.2151403427124023,14.473314046859741
RS,compas,rf,sex,6,1000,192,0.192,0.9968345761299133,14.48201322555542
GA-FT,compas,rf,sex,6,1000,171,0.171,1.247585415840149,14.500504970550537
RS,compas,rf,sex,7,1000,179,0.179,1.0363378524780273,16.54341197013855
GA-FT,compas,rf,sex,7,1000,154,0.154,1.1848188638687134,22.98838186264038
RS,compas,rf,sex,8,1000,183,0.183,1.005966305732727,14.57000994682312
GA-FT,compas,rf,sex,8,1000,145,0.145,1.240366816520691,14.317462921142578
RS,compas,rf,sex,9,1000,182,0.182,0.9597457647323608,14.546215295791626
GA-FT,compas,rf,sex,9,1000,141,0.141,1.072708249092102,14.452548027038574
RS,compas,rf,sex,10,1000,185,0.185,0.9885404706001282,14.582175016403198
GA-FT,compas,rf,sex,10,1000,151,0.151,1.0189149379730225,14.529710292816162
RS,compas,rf,sex,11,1000,169,0.169,1.0059399604797363,14.478885889053345
GA-FT,compas,rf,sex,11,1000,154,0.154,1.2322007417678833,14.52352523803711
RS,compas,rf,sex,12,1000,196,0.196,0.9599381685256958,14.600589036941528
GA-FT,compas,rf,sex,12,1000,133,0.133,1.0825304985046387,14.509321212768555
RS,compas,rf,sex,13,1000,185,0.185,1.0176711082458496,14.46717381477356
GA-FT,compas,rf,sex,13,1000,164,0.164,0.9585211277008057,14.499073028564453
RS,compas,rf,sex,14,1000,167,0.167,0.9657707214355469,14.499880075454712
GA-FT,compas,rf,sex,14,1000,167,0.167,1.3087037801742554,14.518242120742798
RS,compas,rf,sex,15,1000,184,0.184,1.0116819143295288,14.480370044708252
GA-FT,compas,rf,sex,15,1000,192,0.192,1.1345630884170532,14.415577173233032
RS,compas,rf,sex,16,1000,186,0.186,0.9609857201576233,14.550023317337036
GA-FT,compas,rf,sex,16,1000,136,0.136,1.1663503646850586,14.509277105331421
RS,compas,rf,sex,17,1000,169,0.169,1.0214391946792603,14.614508152008057
GA-FT,compas,rf,sex,17,1000,226,0.226,1.02851402759552,14.530179023742676
RS,compas,rf,sex,18,1000,179,0.179,0.9815887212753296,14.539310693740845
GA-FT,compas,rf,sex,18,1000,175,0.175,1.291318655014038,14.599874019622803
RS,compas,rf,sex,19,1000,182,0.182,0.9366632103919983,14.480928897857666
GA-FT,compas,rf,sex,19,1000,216,0.216,1.127102255821228,14.58487606048584
